 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
74,463824.01116798096,40.0,0,-3337106.715697702,41,40,41,0.19200000000273576,18667.04229363799,3.6719815398100614E-5,1.8189894E-12,0.07567499999999949,466.342921320349,-0.20028527081012726,16.679676473140717,NLOS,
11,463824.01116798096,49.0,2,-3514763.688115094,48,47,48,0.4459999999999127,18684.032882642,-5.560110772395779E-4,-1.9735756E-12,0.06299209999999977,483.3180650472641,0.15640343725681305,-22.599142517894506,NLOS,
17,463824.01116798096,14.0,2,-3394490.816958312,32,31,31,0.49799999999959255,18127.67315010354,-1.542936496707984E-4,-1.007809E-12,0.02799399999999963,73.23277509212494,-22.26075977087021,136.38473298028111,NLOS,
23,463824.01116798096,48.0,2,-3374251.7840210125,38,37,38,0.4249999999992724,17888.120856821537,-8.684560833397774E-5,6.3868897E-13,-0.021651300000000262,312.4435904547572,0.23330729454755783,117.76589533314109,NLOS,
31,463824.01116798096,36.0,2,-3250940.868567236,41,40,41,0.4819999999999709,18507.572635635734,3.239146400933192E-4,-9.6519526E-13,0.05228520000000003,306.9870809353888,0.1897600218653679,-50.325033735483885,NLOS,
32,463825.0112287092,54.0,2,-3435333.3700502478,46,45,46,-0.22699999999895226,18396.40018587187,-2.3029435164704086E-4,1.0883809E-11,0.0,195.65205834433436,-0.2302371822297573,-6.199347905814648,NLOS,
3,463825.0112287092,54.0,2,-3308280.6867314465,38,37,39,-0.22899999999935972,17948.62326676026,1.936321273561826E-4,2.1887135E-11,0.0,252.202580768615,-0.2579525299370289,31.07848495617509,NLOS,
4,463825.0112287092,52.0,2,-3368303.2882682644,48,47,48,-0.17399999999906868,18690.04536375776,-6.772188451634906E-6,9.5268064E-13,0.0,489.3531646095216,-0.20057526975870132,-26.022408060729504,LOS,
8,463825.0112287092,50.0,0,-3361835.6655235924,24,23,24,0.2209999999977299,18039.210011143237,1.7165984589994946E-5,4.8148018E-12,0.0,165.86495384946465,-12.346480313688517,682.8385834470391,NLOS,
9,463825.0112287092,17.0,0,-3389831.786995735,23,22,22,-0.44499999999970896,17679.162455052137,-7.841817109182202E-5,-1.1749502E-11,0.0,523.8243744447827,3.3502707593142986,23.551077883690596,NLOS,
74,463825.0112287092,40.0,0,-3355306.452075228,41,40,41,-0.13100000000122236,18666.391448173672,3.671981721709005E-5,1.8189894E-12,0.0,465.69207585603,-0.6508454643189907,15.716681681573391,NLOS,
11,463825.0112287092,49.0,2,-3532964.2781945392,48,47,48,-0.18000000000029104,18683.845376871526,-5.560110792131536E-4,-1.9735756E-12,0.0,483.13892126083374,-0.1791437864303589,-22.70957237482071,NLOS,
17,463825.0112287092,14.0,2,-3412687.682742987,32,32,32,-0.14400000000023283,18127.519194688648,-1.5429365067860738E-4,-1.007809E-12,0.0,76.91494095697999,-3.682165864855051,132.5502978824079,NLOS,
23,463825.0112287092,48.0,2,-3392452.650139708,38,37,38,-0.1889999999984866,17887.920428581536,-8.684560769528876E-5,6.3868897E-13,0.0,312.54088719934225,-0.09729674458503723,117.93228786438704,NLOS,
31,463825.0112287092,36.0,2,-3269141.571873527,41,40,41,-0.14400000000023283,18507.419369842857,3.23914639128124E-4,-9.6519526E-13,0.0,306.82099340856075,-0.1660875268280506,-50.321934439241886,NLOS,
32,463826.0112894374,54.0,2,-3453534.0526695624,45,45,46,0.15199999999822467,18396.5521110408,-2.3029434076323203E-4,1.0883809E-11,0.0,195.81531868502498,0.1632603406906128,-6.2133833430707455,NLOS,
3,463826.0112894374,54.0,2,-3326481.2441836186,37,32,38,0.1389999999992142,17948.76355426386,1.9363214924331804E-4,2.1887135E-11,0.0,252.10038686543703,0.10219390317797661,30.942581087350845,NLOS,
4,463826.0112894374,52.0,2,-3386504.002444543,48,47,48,0.19499999999970896,18690.241565000266,-6.7721874989542465E-6,9.5268064E-13,0.0,489.54620688036084,0.19304227083921432,-26.00786381214857,LOS,
8,463826.0112894374,50.0,0,-3380040.162158955,24,23,24,-0.09899999999834108,18039.110194653273,1.71659894047968E-5,4.8148018E-12,0.0,157.59235329180956,8.272600557655096,686.6367446146905,NLOS,
9,463826.0112894374,17.0,0,-3408036.0432985052,23,22,23,-0.0650000000023283,17679.098480261862,-7.84181828413237E-5,-1.1749502E-11,0.0,517.9895933493972,5.8347810953855515,27.10394060239196,NLOS,
74,463826.0112894374,40.0,0,-3373507.310168337,41,40,41,0.14800000000104774,18667.633661925793,3.671981903607948E-5,1.8189894E-12,0.0,466.93428960442543,1.242213748395443,15.875402469187975,NLOS,
11,463826.0112894374,49.0,2,-3551164.9968867153,48,47,48,0.19499999999970896,18684.03986558318,-5.560110811867292E-4,-1.9735756E-12,0.0,483.3466033451259,0.20768208429217339,-22.691389501094818,NLOS,
17,463826.0112894374,14.0,2,-3430883.0464821346,32,32,32,0.21700000000055297,18127.736583016813,-1.5429365168641637E-4,-1.007809E-12,0.0,78.31327867135406,-1.3983377143740654,127.21381726115942,NLOS,
23,463826.0112894374,48.0,2,-3410653.708875932,39,38,38,0.16799999999784632,17888.08840462938,-8.684560705659978E-5,6.3868897E-13,0.0,312.28687531873584,0.2540118806064129,118.29129792377353,NLOS,
31,463826.0112894374,36.0,2,-3287342.3687752895,41,40,41,0.22599999999874854,18507.64721531421,3.239146381629287E-4,-9.6519526E-13,0.0,307.0285842679441,0.20759085938334465,-50.22523967176676,NLOS,
32,463827.0113501046,54.0,2,-3471734.7711718567,45,44,46,0.06300000000192085,18396.623343624175,-2.302943298794239E-4,1.0883809E-11,0.0,198.5839401036501,2.7686214186251163,-3.493403684347868,NLOS,
3,463827.0113501046,54.0,2,-3344681.812831562,34,33,38,0.06799999999930151,17948.841311961412,1.9363217113045215E-4,2.1887135E-11,0.0,249.3603607788682,2.7400260865688324,33.516005113720894,NLOS,
4,463827.0113501046,52.0,2,-3404704.736335773,48,47,48,0.09999999999854481,18690.35094988346,-6.772186546273646E-6,9.5268064E-13,0.0,492.3462910056114,2.800084125250578,-23.2754724919796,LOS,
8,463827.0113501046,50.0,0,-3398229.9908181615,23,16,24,-0.6779999999998836,18038.441370990127,1.716599421959836E-5,4.8148018E-12,0.0,169.45364537462592,-11.861292082816362,678.4650617428124,NLOS,
9,463827.0113501046,17.0,0,-3426233.8459442146,23,22,23,-0.13999999999941792,17678.96640840918,-7.841819459082466E-5,-1.1749502E-11,0.0,521.7028537020087,-3.7132603526115417,26.901278384029865,NLOS,
74,463827.0113501046,40.0,0,-3391707.613593992,41,40,41,0.14099999999962165,18667.199437327683,3.671982085506881E-5,1.8189894E-12,0.0,469.19819713011384,2.26390752568841,18.177587926387787,NLOS,
11,463827.0113501046,49.0,2,-3569365.741279803,48,47,48,0.10399999999935972,18684.153317041695,-5.560110831603048E-4,-1.9735756E-12,0.0,486.14945329353213,2.8028499484062195,-19.949373591691256,NLOS,
17,463827.0113501046,14.0,2,-3449078.881042581,32,31,32,0.1320000000014261,18127.878335937858,-1.5429365269422528E-4,-1.007809E-12,0.0,75.04061321541667,3.2726654559373856,125.04629005864263,NLOS,
23,463827.0113501046,48.0,2,-3428854.832991846,39,38,39,0.08800000000337604,17888.186208631843,-8.684560641791084E-5,6.3868897E-13,0.0,309.4619508199394,2.824924498796463,121.41381979733706,NLOS,
31,463827.0113501046,36.0,2,-3305543.162047062,41,40,41,0.13300000000162981,18507.78895170614,3.239146371977335E-4,-9.6519526E-13,0.0,309.83704882115126,2.808464553207159,-47.434042774140835,NLOS,
32,463828.0114108328,54.0,2,-3489935.5173172355,45,44,45,0.0779999999977008,18396.69286517054,-2.3029431899561503E-4,1.0883809E-11,0.0,195.948082447052,-2.635857656598091,-3.44391305744648,NLOS,
3,463828.0114108328,54.0,2,-3362882.436874982,34,33,37,0.08000000000174623,17948.91084139794,1.9363219301758776E-4,2.1887135E-11,0.0,251.9724252782762,-2.6120644994080067,33.44669249281287,NLOS,
4,463828.0114108328,52.0,2,-3422905.519603517,48,47,48,0.1389999999992142,18690.479823280126,-6.772185593592979E-6,9.5268064E-13,0.0,489.7798196077347,-2.5664713978767395,-23.191836781799793,LOS,
8,463828.0114108328,50.0,0,-3416442.63634301,15,14,24,-0.6599999999998545,18037.771782379597,1.716599903440025E-5,4.8148018E-12,0.0,149.2263722345233,20.227273140102625,690.4121123962104,NLOS,
9,463828.0114108328,17.0,0,-3444427.4284794666,23,22,23,0.39800000000104774,17679.355277568102,-7.841820634032642E-5,-1.1749502E-11,0.0,528.5788956619799,-6.8760419599711895,19.780373588204384,NLOS,
74,463828.0114108328,40.0,0,-3409907.7180432566,41,40,41,0.19900000000052387,18667.120938453823,3.6719822674058256E-5,1.8189894E-12,0.0,466.42156613618135,-2.7766309939324856,17.582664873450994,NLOS,
11,463828.0114108328,49.0,2,-3587566.541074764,48,48,48,0.13100000000122236,18684.27346823737,-5.560110851338807E-4,-1.9735756E-12,0.0,483.58578066155314,-2.5636726319789886,-19.85008793324232,NLOS,
17,463828.0114108328,14.0,0,-3467213.3611474447,31,24,32,-0.25500000000101863,18127.613388687372,-1.5429365370203424E-4,-1.007809E-12,0.0,138.989498693496,-63.94888547807932,58.82617514953017,NLOS,
23,463828.0114108328,48.0,2,-3447056.0667865574,39,38,39,0.11499999999796273,17888.29277772829,-8.684560577922186E-5,6.3868897E-13,0.0,311.98903342708945,-2.527082607150078,121.94788834452629,NLOS,
31,463828.0114108328,36.0,2,-3323744.0069950335,41,40,41,0.17599999999947613,18507.95480234921,3.239146362325383E-4,-9.6519526E-13,0.0,307.30458153039217,-2.5324672907590866,-47.2893018014729,NLOS,
32,463829.01147156104,54.0,2,-3508136.2073496506,45,44,45,-0.001999999996769475,18396.690693430603,-2.3029430811180622E-4,1.0883809E-11,0.0,198.0251323916018,2.077049944549799,-1.3519881926476955,NLOS,
3,463829.01147156104,54.0,2,-3381083.0850669853,35,34,34,0.0020000000004074536,17948.91328649223,1.936322149047232E-4,2.1887135E-11,0.0,249.81903101876378,2.1533942595124245,35.50007566437125,NLOS,
4,463829.01147156104,52.0,2,-3441106.260371603,48,47,48,0.043000000001484295,18690.5225263983,-6.772184640912319E-6,9.5268064E-13,0.0,491.9180967696011,2.1382771618664265,-21.052153520286083,LOS,
8,463829.01147156104,50.0,0,-3434656.444625918,14,13,23,0.5089999999981956,18038.281972378492,1.71660038492021E-5,4.8148018E-12,0.0,145.85650620236993,3.369866032153368,705.6204683147371,NLOS,
9,463829.01147156104,17.0,0,-3462617.4534455426,23,22,23,-0.4710000000013679,17678.884472757578,-7.841821808982809E-5,-1.1749502E-11,0.0,529.9956726431847,-1.4167769812047482,11.20044681802392,NLOS,
74,463829.01147156104,40.0,0,-3428108.1303693615,41,40,41,0.2029999999977008,18667.549230422825,3.671982449304769E-5,1.8189894E-12,0.0,468.9484053105116,2.5268391743302345,19.394165866076946,NLOS,
11,463829.01147156104,49.0,2,-3605767.3020869717,49,48,48,0.04099999999743886,18684.31591323018,-5.560110871074563E-4,-1.9735756E-12,0.0,485.7245429903269,2.138762328773737,-17.691037818789482,NLOS,
17,463829.01147156104,14.0,0,-3485386.2344473377,23,23,32,0.375,18127.988819904625,-1.5429365470984326E-4,-1.007809E-12,0.0,98.3940489180386,40.59544977545738,33.097802475094795,NLOS,
23,463829.01147156104,48.0,2,-3465257.287146922,39,38,39,0.01900000000023283,17888.310819737613,-8.684560514053287E-5,6.3868897E-13,0.0,309.842526845634,2.146506581455469,124.56706975027919,NLOS,
31,463829.01147156104,36.0,2,-3341944.784722384,41,40,41,0.06599999999889405,18508.021415743977,3.239146352673431E-4,-9.6519526E-13,0.0,309.44985914602876,2.145277615636587,-45.113234240561724,NLOS,
32,463830.0115322282,54.0,2,-3526336.8130672835,45,44,45,-0.07200000000011642,18396.6266765669,-2.30294297227998E-4,1.0883809E-11,0.0,195.87687665596604,-2.1482557356357574,-1.4429253116250038,NLOS,
3,463830.0115322282,54.0,2,-3399283.669641789,35,34,35,-0.11300000000119326,17948.80903023109,1.9363223679185745E-4,2.1887135E-11,0.0,251.95047864317894,-2.1314476244151592,35.39129442721605,NLOS,
4,463830.0115322282,52.0,2,-3459306.910103902,48,47,48,-0.02600000000165892,18690.50587655604,-6.772183688231712E-6,9.5268064E-13,0.0,489.81070426106453,-2.1073925085365772,-21.102053251117468,LOS,
8,463830.0115322282,50.0,0,-3452870.088081237,14,13,15,1.2659999999996217,18039.557697292417,1.7166008664003693E-5,4.8148018E-12,0.0,148.01130421459675,-2.15479801222682,718.5654494352639,NLOS,
9,463830.0115322282,17.0,0,-3480802.5234957375,23,22,23,0.4069999999992433,17679.299738124013,-7.841822983932914E-5,-1.1749502E-11,0.0,537.0068628825247,-7.011190239340067,-4.432943034917116,NLOS,
74,463830.0115322282,40.0,0,-3446308.616621487,41,40,41,-0.026999999998224666,18667.743523955345,3.671982631203703E-5,1.8189894E-12,0.0,467.0441516377032,-1.9042536728084087,19.181045673787594,NLOS,
11,463830.0115322282,49.0,2,-3623967.9706336856,49,48,49,-0.033999999999650754,18684.29218089953,-5.560110890810319E-4,-1.9735756E-12,0.0,483.61248367652297,-2.112059313803911,-17.723000407218933,NLOS,
17,463830.0115322282,14.0,0,-3503575.6900289245,22,21,31,-0.8290000000015425,18127.168853878975,-1.5429365571765217E-4,-1.007809E-12,0.0,83.80660390853882,14.587445009499788,21.853164292871952,NLOS,
23,463830.0115322282,48.0,2,-3483458.418397378,38,38,39,-0.0459999999984575,17888.274011228234,-8.684560450184391E-5,6.3868897E-13,0.0,311.96877716854215,-2.126250322908163,124.99859404191375,NLOS,
31,463830.0115322282,36.0,2,-3360145.443863351,41,40,41,0.004000000000814907,18508.035148873925,3.239146343021479E-4,-9.6519526E-13,0.0,307.34664868563414,-2.103210460394621,-45.15430026873946,NLOS,
32,463831.01159295643,54.0,2,-3544537.5430335924,45,44,45,0.17799999999988358,18396.795214921236,-2.3029428634418922E-4,1.0883809E-11,0.0,196.03575224801898,0.15887559205293655,-1.4096137583255768,NLOS,
3,463831.01159295643,54.0,2,-3417484.458740283,35,35,35,0.19499999999970896,17948.995936419815,1.9363225867899292E-4,2.1887135E-11,0.0,251.71525856480002,0.2352200783789158,35.487036880105734,NLOS,
4,463831.01159295643,52.0,2,-3477507.7012357824,47,47,48,0.22700000000259024,18690.723742313683,-6.772182735551052E-6,9.5268064E-13,0.0,490.03433049842715,0.22362623736262321,-21.010553404688835,LOS,
8,463831.01159295643,50.0,0,-3471064.8324197233,15,14,14,-0.3220000000001164,18039.224523365498,1.7166013478805547E-5,4.8148018E-12,0.0,166.80185302719474,-18.79054881259799,712.611313726753,NLOS,
9,463831.01159295643,17.0,0,-3499005.2888882086,22,7,23,-0.14099999999962165,17679.150750432163,-7.841824158883083E-5,-1.1749502E-11,0.0,519.2693001106381,17.737562771886587,-2.370990615338087,NLOS,
74,463831.01159295643,40.0,0,-3464508.478200406,41,40,41,0.5209999999970023,18667.239242441952,3.6719828131026466E-5,1.8189894E-12,0.0,466.53987012431026,-0.5042815133929253,18.343252275139093,NLOS,
11,463831.01159295643,49.0,2,-3642168.77802068,49,48,49,0.2290000000029977,18684.510561924428,-5.560110910546076E-4,-1.9735756E-12,0.0,483.8303072452545,0.2178235687315464,-17.61612271144986,NLOS,
23,463831.01159295643,48.0,2,-3501659.684249472,38,37,39,0.20899999999892316,17888.473143603653,-8.684560386315494E-5,6.3868897E-13,0.0,311.7728037200868,0.1959734484553337,125.56471997126937,NLOS,
31,463831.01159295643,36.0,2,-3378346.189913679,40,39,41,0.26599999999962165,18508.29044662416,3.239146333369526E-4,-9.6519526E-13,0.0,307.54750053212047,0.20085184648633003,-45.10845693945885,NLOS,
32,463832.01165368466,54.0,2,-3562738.4243955724,45,44,45,0.1849999999976717,18396.98178377375,-2.3029427546038042E-4,1.0883809E-11,0.0,196.2217636294663,0.18601138144731522,-1.2249065339565277,NLOS,
3,463832.01165368466,54.0,2,-3435685.3993619494,36,35,35,0.1820000000006985,17949.17613249272,1.9363228056612833E-4,2.1887135E-11,0.0,251.5330184698105,0.1822400949895382,35.73430250585079,NLOS,
4,463832.01165368466,52.0,2,-3495708.6496243104,47,47,48,0.22999999999956344,18690.954820182174,-6.772181782870394E-6,9.5268064E-13,0.0,490.27377036586404,0.23943986743688583,-20.76179690659046,LOS,
8,463832.01165368466,50.0,0,-3489246.0843944475,15,14,15,0.886000000002241,18040.11191259697,1.7166018293607397E-5,4.8148018E-12,0.0,180.18563136830926,-13.383778341114521,693.1648142524064,NLOS,
9,463832.01165368466,17.0,0,-3517197.849691063,18,17,23,-0.2680000000000291,17678.883101452142,-7.84182533383325E-5,-1.1749502E-11,0.0,529.4316368214786,-10.162336710840464,-10.51362781226635,NLOS,
74,463832.01165368466,40.0,0,-3482710.288922034,41,40,41,0.05500000000029104,18669.307027380913,3.6719829950015904E-5,1.8189894E-12,0.0,468.60765505954623,2.067784935235977,19.45460158213973,NLOS,
11,463832.01165368466,49.0,2,-3660369.7357196473,49,48,49,0.22399999999834108,18684.735720347613,-5.560110930281833E-4,-1.9735756E-12,0.0,484.05955374240875,0.22924649715423584,-17.35893304646015,NLOS,
23,463832.01165368466,48.0,2,-3519861.1335616447,38,37,38,0.2109999999993306,17888.684357494116,-8.684560322446596E-5,6.3868897E-13,0.0,311.52795604243875,0.24484767764806747,126.3143059797585,NLOS,
31,463832.01165368466,36.0,2,-3396547.053357985,40,39,41,0.26000000000203727,18508.550554908812,3.239146323717574E-4,-9.6519526E-13,0.0,307.778806373477,0.23130584135651588,-44.94521962851286,NLOS,
32,463833.0117144129,54.0,2,-3580939.269423872,44,44,45,0.006000000001222361,18396.987683951855,-2.3029426457657162E-4,1.0883809E-11,0.0,195.9202526398003,-0.3015109896659851,-1.3763254433870316,NLOS,
3,463833.0117144129,54.0,2,-3453886.292133834,36,35,36,0.005999999997584382,17949.18334926665,1.9363230245326377E-4,2.1887135E-11,0.0,251.84993690252304,-0.31691843271255493,35.63392589241266,NLOS,
4,463833.0117144129,52.0,2,-3513909.5756689236,48,47,47,0.05899999999746797,18691.012412704527,-6.772180830189735E-6,9.5268064E-13,0.0,490.03380028530955,-0.23997008055448532,-20.835176784545183,LOS,
8,463833.0117144129,50.0,0,-3507419.302420061,15,14,15,1.018000000000029,18041.129821948707,1.7166023108409247E-5,4.8148018E-12,0.0,188.41077886894345,-8.225147500634193,665.3845732100308,NLOS,
9,463833.0117144129,17.0,0,-3535417.8836493827,18,18,22,0.11600000000180444,17678.997840575874,-7.841826508783415E-5,-1.1749502E-11,0.0,502.2160168066621,27.215620014816523,8.517098002135754,NLOS,
74,463833.0117144129,40.0,0,-3500911.6977294497,41,40,41,-0.00999999999839929,18669.027124255896,3.6719831769005334E-5,1.8189894E-12,0.0,468.0279594808817,-0.5796955786645412,19.86424422264099,NLOS,
11,463833.0117144129,49.0,2,-3678570.6776523106,49,48,49,0.0610000000015134,18684.795149609447,-5.560110950017589E-4,-1.9735756E-12,0.0,483.82290698587894,-0.23664675652980804,-17.417302142828703,NLOS,
23,463833.0117144129,48.0,2,-3538062.5715071484,38,37,38,0.03900000000066939,17888.724157053977,-8.684560258577697E-5,6.3868897E-13,0.0,311.7777287438512,-0.24977270141243935,126.75273286178708,NLOS,
31,463833.0117144129,36.0,2,-3414747.8846870214,40,39,40,0.08899999999994179,18508.639584630728,3.2391463140656214E-4,-9.6519526E-13,0.0,307.56079656630754,-0.2180098071694374,-45.113890044391155,NLOS,
32,463834.01177508006,54.0,2,-3599139.9650157467,44,43,45,-0.11500000000160071,18396.881212260574,-2.302942536927635E-4,1.0883809E-11,0.0,196.10521139204502,0.18495875224471092,-1.3773883245885372,NLOS,
3,463834.01177508006,54.0,2,-3472087.0169453993,36,35,36,-0.125,17949.067318573594,1.9363232434039786E-4,2.1887135E-11,0.0,251.68735890835524,0.16257799416780472,35.66538141667843,NLOS,
4,463834.01177508006,52.0,2,-3532110.3607913405,48,47,48,-0.06899999999950523,18690.953796152025,-6.7721798775091345E-6,9.5268064E-13,0.0,490.2747903764248,0.24099009111523628,-20.749686397612095,LOS,
8,463834.01177508006,50.0,0,-3525591.723397821,16,15,15,-0.6970000000001164,18040.44138501957,1.7166027923210803E-5,4.8148018E-12,0.0,188.7994218841195,-0.3886430151760578,637.1070767752826,NLOS,
9,463834.01177508006,17.0,0,-3553646.9878235273,19,18,18,0.3489999999983411,17679.357356306165,-7.84182768373351E-5,-1.1749502E-11,0.0,492.8037160001695,9.412300806492567,36.91783209517598,NLOS,
74,463834.01177508006,40.0,0,-3519111.4609637335,41,40,41,0.046999999998661224,18667.501770351082,3.671983358799466E-5,1.8189894E-12,0.0,466.8023980334401,-1.225561447441578,18.92810618877411,NLOS,
11,463834.01177508006,49.0,2,-3696771.476355154,49,48,49,-0.07800000000133878,18684.72669198364,-5.560110969753345E-4,-1.9735756E-12,0.0,484.05832989886403,0.23542291298508644,-17.319108601659536,NLOS,
23,463834.01177508006,48.0,2,-3556263.8481091484,38,37,38,-0.09600000000136788,17888.638154253364,-8.684560194708804E-5,6.3868897E-13,0.0,311.57787573337555,0.19985301047563553,127.3296086974442,NLOS,
31,463834.01177508006,36.0,2,-3432948.589944098,40,39,40,-0.03499999999985448,18508.614184681326,3.23914630441367E-4,-9.6519526E-13,0.0,307.8483824543655,0.28758588805794716,-45.108839966356754,NLOS,
32,463835.0118358083,54.0,2,-3617340.5489616804,44,43,44,-0.08599999999933061,18396.785424515605,-2.3029424280895467E-4,1.0883809E-11,0.0,196.02819169685245,-0.07701969519257545,-1.4900971464812756,NLOS,
3,463835.0118358083,54.0,2,-3490287.611018423,36,35,36,-0.0959999999977299,17948.96228465438,1.936323462275333E-4,2.1887135E-11,0.0,251.7873756326735,-0.10001672431826591,35.566098403185606,NLOS,
4,463835.0118358083,52.0,2,-3550311.0129177086,48,47,48,-0.03900000000066939,18690.905378889292,-6.772178924828476E-6,9.5268064E-13,0.0,490.22395741194487,-0.05083296447992325,-20.797192063182592,LOS,
8,463835.0118358083,50.0,0,-3543763.7177701853,25,24,16,-0.30900000000110595,18040.123381219804,1.7166032738012653E-5,4.8148018E-12,0.0,189.11742600798607,-0.3180041238665581,608.4029749408364,NLOS,
9,463835.0118358083,17.0,0,-3571870.1912368573,20,19,19,0.43000000000029104,17679.778149034828,-7.841828858683677E-5,-1.1749502E-11,0.0,498.6622442230582,-5.858528222888708,59.41780537739396,NLOS,
74,463835.0118358083,40.0,0,-3537311.415259909,41,40,41,-0.125,18667.813082829118,3.6719835406984094E-5,1.8189894E-12,0.0,467.1137105077505,0.3113124743103981,18.183030042797327,NLOS,
11,463835.0118358083,49.0,2,-3714972.148369059,49,48,49,-0.037000000000261934,18684.680015135556,-5.560110989489102E-4,-1.9735756E-12,0.0,484.01053812354803,-0.047791775315999985,-17.347603995352983,NLOS,
17,463835.0118358083,14.0,0,-3594675.112377811,28,27,27,-0.31899999999950523,18128.410539086908,-1.54293660756697E-4,-1.007809E-12,0.0,98.16805529221892,-12.497981000691652,117.47462186217308,NLOS,
23,463835.0118358083,48.0,2,-3574464.9916131236,38,37,38,-0.05500000000029104,17888.573482058942,-8.684560130839906E-5,6.3868897E-13,0.0,311.64960923045874,-0.0717334970831871,127.77338651195168,NLOS,
31,463835.0118358083,36.0,2,-3451149.197735004,40,39,40,-0.006000000001222361,18508.599947087467,3.239146294761717E-4,-9.6519526E-13,0.0,307.86480551958084,0.016423065215349197,-45.201256055384874,NLOS,
32,463836.0118965365,54.0,2,-3635541.039505951,44,43,44,-0.07200000000011642,18396.71437229216,-2.302942319251459E-4,1.0883809E-11,0.0,195.96940375491977,-0.05878794193267822,-1.6962076276540756,NLOS,
3,463836.0118965365,54.0,2,-3508488.141780842,37,36,36,-0.0610000000015134,17948.90128717199,1.9363236811466874E-4,2.1887135E-11,0.0,251.81994224339724,-0.0325666107237339,35.403504781425,NLOS,
4,463836.0118965365,52.0,2,-3568511.5530830547,47,47,48,-0.026999999998224666,18690.87906480208,-6.772177972147817E-6,9.5268064E-13,0.0,490.1941127181053,-0.02984469383955002,-20.956658747047186,LOS,
8,463836.0118965365,50.0,0,-3561935.7497847937,27,26,25,0.147000000000844,18040.269643440843,1.7166037552814507E-5,4.8148018E-12,0.0,188.97116411477327,0.14626189321279526,579.7365153543651,NLOS,
9,463836.0118965365,17.0,0,-3590099.232637733,20,20,20,-0.39800000000104774,17679.37908399105,-7.841830033633846E-5,-1.1749502E-11,0.0,492.781988337636,5.88025588542223,87.75576620176435,NLOS,
74,463836.0118965365,40.0,0,-3555511.224636484,41,40,41,0.07099999999991269,18667.788359258324,3.6719837225973525E-5,1.8189894E-12,0.0,467.08898694068193,-0.024723567068576813,17.29303430020809,NLOS,
11,463836.0118965365,49.0,2,-3733172.7069826312,49,48,49,-0.030999999999039574,18684.649733874947,-5.560111009224858E-4,-1.9735756E-12,0.0,483.9759829491377,-0.03455517441034317,-17.4894997254014,NLOS,
17,463836.0118965365,14.0,0,-3612829.0627281927,28,27,28,0.21900000000096043,18128.629743658006,-1.54293661764506E-4,-1.007809E-12,0.0,118.68960684165359,-20.521551549434662,70.72475247457623,NLOS,
23,463836.0118965365,48.0,2,-3592665.9976376705,38,37,38,-0.05099999999947613,17888.52228512615,-8.684560066971006E-5,6.3868897E-13,0.0,311.72570636868477,-0.07609713822603226,128.07968489453197,NLOS,
31,463836.0118965365,36.0,2,-3469349.744606629,41,40,40,0.0020000000004074536,18508.601783245802,3.239146285109765E-4,-9.6519526E-13,0.0,307.9177427776158,0.052937258034944534,-45.35459142550826,NLOS,
32,463837.0119572037,54.0,2,-3653741.4177376516,44,43,44,-0.09799999999813735,18396.626068994403,-2.3029422104133774E-4,1.0883809E-11,0.0,196.19148476794362,0.2220810130238533,-1.7148382253944874,NLOS,
3,463837.0119572037,54.0,2,-3526688.5979860984,37,36,37,-0.10900000000037835,17948.80230696872,1.9363239000180286E-4,2.1887135E-11,0.0,251.56394069641829,0.2560015469789505,35.46614645421505,NLOS,
4,463837.0119572037,52.0,2,-3586711.9607768916,47,47,48,-0.04499999999825377,18690.842227686197,-6.772177019467215E-6,9.5268064E-13,0.0,490.44350304454565,0.24939032644033432,-20.94880448281765,LOS,
8,463837.0119572037,50.0,0,-3580108.782407183,28,27,27,-0.3280000000013388,18039.95177264884,1.7166042367616066E-5,4.8148018E-12,0.0,187.56212586909533,1.409038245677948,552.3704560063779,NLOS,
9,463837.0119572037,17.0,0,-3608307.7078980953,21,20,20,0.20700000000215368,17679.596035003662,-7.841831208583942E-5,-1.1749502E-11,0.0,513.0060321465135,-20.224043808877468,95.82737897336483,NLOS,
74,463837.0119572037,40.0,0,-3573712.3709108457,41,40,41,0.14400000000023283,18669.245398361236,3.6719839044962854E-5,1.8189894E-12,0.0,468.84581850096583,1.7568315602838993,18.039728801697493,NLOS,
11,463837.0119572037,49.0,2,-3751373.136304058,49,48,49,-0.05099999999947613,18684.607410866767,-5.560111028960614E-4,-1.9735756E-12,0.0,484.22527623549104,0.24929328635334969,-17.460895139724016,NLOS,
17,463837.0119572037,14.0,2,-3631008.3707833365,28,27,28,-0.04499999999825377,18128.593346554786,-1.542936627723149E-4,-1.007809E-12,0.0,92.9284012131393,25.76120562851429,49.63238030299544,NLOS,
23,463837.0119572037,48.0,2,-3610866.8277068324,38,37,38,-0.07200000000011642,17888.460317648947,-8.684560003102113E-5,6.3868897E-13,0.0,311.5404691696167,0.18523719906806946,128.50982034951448,NLOS,
31,463837.0119572037,36.0,2,-3487550.206294138,41,40,41,-0.010999999998603016,18508.599576357752,3.239146275457813E-4,-9.6519526E-13,0.0,308.24617483466864,0.3284320570528507,-45.29331845790148,NLOS,
